Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-DECEMBER-2025,NVE43,NHS ENGLAND SOUTH EAST ,HASTINGS GP LED HEALTH CENTRE,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-DECEMBER-2025,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2808,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
MSitAE-DECEMBER-2025,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6606,0,2925,415,0,249,2812,0,2,163,0,1,155,56,2222,0,0,1147
MSitAE-DECEMBER-2025,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,17035,0,9488,0,0,1063,6156,0,0,0,0,0,82,39,5538,0,0,2444
MSitAE-DECEMBER-2025,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
MSitAE-DECEMBER-2025,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1382,0,0,0,0,0,180,0,0,0,0,0,0,0,106,0,22
MSitAE-DECEMBER-2025,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,86
MSitAE-DECEMBER-2025,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5495,0,2116,0,0,0,2600,0,302,0,0,0,437,634,1970,0,0,1297
MSitAE-DECEMBER-2025,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15746,0,0,0,0,0,3024,0,0,0,0,0,1144,56,3114,0,0,180
MSitAE-DECEMBER-2025,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1808,0,0,36,0,0,23,0,0,0,0,0,0,0,0,0
