Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-OCTOBER-2025,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11927,1197,9016,389,0,0,5468,232,114,192,0,0,768,380,2799,0,0,94
MSitAE-OCTOBER-2025,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4757,0,0,538,0,4029,1564,0,0,108,0,7,192,80,2124,0,0,500
MSitAE-OCTOBER-2025,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17001,1851,8706,597,0,0,8937,13,433,273,0,0,1439,962,4996,0,0,2394
MSitAE-OCTOBER-2025,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10327,0,8329,342,0,0,3898,0,110,0,0,0,559,695,1922,0,0,322
MSitAE-OCTOBER-2025,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5933,0,4258,12,0,0,2653,0,26,5,0,0,886,21,1797,0,0,65
MSitAE-OCTOBER-2025,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,14676,0,0,0,0,0,489,0,0,0,0,0,0,0,0,37
MSitAE-OCTOBER-2025,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9956,0,4361,0,0,0,5884,0,438,0,0,0,991,670,3902,0,0,2281
MSitAE-OCTOBER-2025,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12893,0,3418,283,0,120,4637,0,133,48,0,3,1023,463,3155,0,133,1442
MSitAE-OCTOBER-2025,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1205,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,27873,1575,1887,1468,0,481,10753,90,155,395,0,1,850,961,9073,35,53,1942
MSitAE-OCTOBER-2025,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3456,0,0,297,0,0,11,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,G3P9C,NHS ENGLAND SOUTH WEST ,TROWBRIDGE MINOR INJURIES UNIT,0,0,889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2218,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NQT1I,NHS ENGLAND SOUTH WEST ,CHIPPENHAM COMMUNITY HOSPITAL,0,0,1645,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1718,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,1130,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5502,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5359,0,6831,0,0,0,2771,0,58,0,0,0,516,42,1760,0,0,69
MSitAE-OCTOBER-2025,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1899,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7042,0,8553,0,0,0,3867,0,365,0,0,0,218,579,2306,0,375,703
MSitAE-OCTOBER-2025,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859
MSitAE-OCTOBER-2025,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6727,0,11554,0,0,0,3087,0,526,0,0,0,431,626,2406,0,47,1426
MSitAE-OCTOBER-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9550,0,0,0,0,0,3062,0,0,0,0,0,602,2,1779,0,0,547
MSitAE-OCTOBER-2025,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,11729,1690,6773,79,1,736,4517,253,201,18,0,0,794,581,2563,0,284,793
MSitAE-OCTOBER-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7513,0,2868,0,0,0,3785,0,16,0,0,0,596,361,3046,0,0,628
MSitAE-OCTOBER-2025,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7664,0,9064,0,0,2143,3933,0,312,0,0,30,400,24,2386,0,362,2409
MSitAE-OCTOBER-2025,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9431,0,2798,146,0,1768,3720,0,69,25,0,48,718,700,3335,0,21,936
MSitAE-OCTOBER-2025,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4249,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8430,0,0,283,0,0,328,0,0,35,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1869,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,27673,3093,11284,3702,593,813,11350,161,328,1427,36,33,3619,85,6103,144,99,503
MSitAE-OCTOBER-2025,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9468,1031,3244,0,0,0,2265,0,0,0,0,0,593,113,2547,0,14,1407
MSitAE-OCTOBER-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6549,0,1257,0,0,0,2593,0,0,0,0,0,309,148,1915,0,0,389
MSitAE-OCTOBER-2025,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7429,0,1286,0,0,0,2542,0,0,0,0,0,519,363,1596,0,0,572
MSitAE-OCTOBER-2025,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8934,0,422,3,0,0,2584,0,0,0,0,0,639,53,2117,0,0,635
MSitAE-OCTOBER-2025,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9779,0,7235,0,0,418,5154,0,59,0,0,7,785,738,5696,0,0,534
MSitAE-OCTOBER-2025,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5823,0,2231,0,0,0,2669,0,180,0,0,0,565,530,2003,0,0,1384
MSitAE-OCTOBER-2025,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8855,118,7625,0,0,0,5258,3,62,0,0,0,647,528,3013,0,0,1922
MSitAE-OCTOBER-2025,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7354,0,1640,0,0,0,1918,0,5,0,0,0,254,560,1135,0,0,0
MSitAE-OCTOBER-2025,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8841,0,3894,37,0,7,4490,0,336,12,0,0,579,288,2788,0,81,1291
MSitAE-OCTOBER-2025,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8957,0,2566,395,0,91,4543,0,146,0,0,0,502,590,1844,0,0,256
MSitAE-OCTOBER-2025,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,10233,0,4270,0,0,591,3203,0,87,0,0,0,2600,141,3743,0,0,2694
MSitAE-OCTOBER-2025,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8931,0,1961,17,0,0,4126,0,45,3,0,0,610,318,2433,0,0,775
MSitAE-OCTOBER-2025,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,10088,0,6025,252,0,1086,3467,0,906,48,0,0,367,728,1813,0,0,548
MSitAE-OCTOBER-2025,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20266,0,6584,574,0,0,5947,0,129,0,0,0,1040,45,2943,0,0,300
MSitAE-OCTOBER-2025,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,14180,0,0,392,0,0,3951,0,0,0,0,0,449,219,1502,0,0,272
MSitAE-OCTOBER-2025,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13761,1760,6799,0,0,1338,5390,62,0,0,0,0,595,42,3890,24,0,2909
MSitAE-OCTOBER-2025,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19491,0,9994,2990,0,30,9255,0,4,519,0,0,935,1234,4017,0,1,2055
MSitAE-OCTOBER-2025,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,8164,0,0,0,0,0,113,0,0,0,0,0,0,0,0,32
MSitAE-OCTOBER-2025,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,14072,0,5674,0,0,0,7317,0,106,0,0,0,935,1326,3010,0,0,770
MSitAE-OCTOBER-2025,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5220,0,0,231,0,0,514,0,0,3,0,0,0,0,0,0
MSitAE-OCTOBER-2025,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4287,338,1632,16,0,14,1661,0,92,1,0,0,256,164,1306,0,0,335
MSitAE-OCTOBER-2025,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27691,0,7669,0,0,0,9186,0,130,0,0,0,2393,610,9196,0,151,1283
MSitAE-OCTOBER-2025,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9963,0,4428,25,0,146,3596,0,105,6,0,0,945,279,4108,0,0,904
MSitAE-OCTOBER-2025,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MSitAE-OCTOBER-2025,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1601,0,0,0,0,0,267,0,0,0,0,0,0,0,96,0,11
MSitAE-OCTOBER-2025,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7944,0,730,90,0,0,2673,0,0,0,0,0,511,406,1974,0,0,329
MSitAE-OCTOBER-2025,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,13317,0,4221,1199,0,90,5806,0,4,515,0,2,946,207,3714,0,0,1986
MSitAE-OCTOBER-2025,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16287,0,8678,49,0,503,6934,0,358,19,0,0,1512,593,3720,0,0,324
MSitAE-OCTOBER-2025,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
MSitAE-OCTOBER-2025,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,6185,0,5911,0,0,0,3152,0,486,0,0,0,702,326,2766,0,0,1187
MSitAE-OCTOBER-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10636,969,1921,0,0,0,4524,124,49,0,0,0,571,764,2136,0,0,444
MSitAE-OCTOBER-2025,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1395,0,0,0,0,0,19,0,0,0,0,0,0,0,1,564
MSitAE-OCTOBER-2025,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12950,1851,3269,1808,0,222,3808,0,110,354,0,34,450,0,5713,107,21,4465
MSitAE-OCTOBER-2025,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13171,0,13017,0,0,0,6372,0,357,0,0,0,406,1238,2840,0,596,467
MSitAE-OCTOBER-2025,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8296,0,1162,311,0,1507,3528,0,59,116,0,2,802,447,2732,0,58,917
MSitAE-OCTOBER-2025,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1447,0,0,0,0,0,12,0,0,0,0,0,0,0,36,0
MSitAE-OCTOBER-2025,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,17426,128,6725,124,0,86,6729,0,263,1,0,0,2098,125,3631,0,157,988
MSitAE-OCTOBER-2025,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13410,0,4086,0,0,7391,5620,0,0,0,0,0,2278,19,4561,0,0,777
MSitAE-OCTOBER-2025,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10982,0,2637,0,0,0,5893,0,340,0,0,0,429,1618,3440,0,215,2028
MSitAE-OCTOBER-2025,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,76
MSitAE-OCTOBER-2025,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,329,0,0,3633,0,0,3,0,0,6,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,89,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,54,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,534,0,0,2189,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,53,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2025,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16671,2567,0,0,0,0,6315,108,0,0,0,0,1187,562,5251,10,0,1526
MSitAE-OCTOBER-2025,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,27391,600,15885,136,2,175,9137,6,700,42,0,16,899,2109,6588,0,108,762
MSitAE-OCTOBER-2025,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6441,0,0,0,0,0,841,0,0,0,0,0,0,0,870,0,0,300
